"ids"	"gender"	"last_connection"	"x1"	"x2"	"x3"	"t1"	"t2"
24	"M"	"2015-03-29"	93.7531513161957	315.807039968619	91.2123348829363	1359.37529350864	1763.22815987448
25	"F"	"2015-03-01"	68.789622746408	313.805732122652	93.036975647447	1273.94265474752	1912.12579455193
26	"F"	"2015-04-14"	38.3721112273633	298.970518499115	94.4605036975134	1203.11044738861	1845.36733324602
27	"F"	"2015-02-06"	42.4100859323516	299.68404119038	94.4241699492793	1245.00500879483	1848.57818535671
28	"M"	"2015-02-10"	22.6460228441283	305.381774352008	96.8109451166714	1003.06871089386	1721.52709740803
29	"F"	"2015-02-05"	87.416675616987	306.982710958569	98.0366347948808	1268.74981356785	1881.42219931356
30	"F"	"2015-04-28"	93.5129431542009	301.049433734943	95.7311771635696	1326.32584779989	1854.72245180724
31	"M"	"2015-05-03"	65.4301831265911	303.68256306368	94.1984459511921	1171.14449119894	1714.73025225472
32	"M"	"2015-03-17"	97.309942333959	312.69642922333	95.8313487400073	1303.60661144834	1750.78571689332
33	"F"	"2015-03-12"	80.0807249965146	300.913513151751	99.8172024792506	1358.02599835675	1854.11080918288
34	"F"	"2015-02-01"	37.1822533197701	295.939072183476	87.6074056599901	1156.68752355035	1831.72582482564
35	"M"	"2015-03-23"	29.261570237577	304.141720176796	90.9365112043855	1019.75382073782	1716.56688070718
36	"M"	"2015-04-22"	2.30488968081772	309.031778547052	90.7224382495666	1019.32051567826	1736.12711418821
37	"M"	"2015-02-13"	74.9431440606713	294.541498286109	95.2470159016801	1354.52758976957	1678.16599314444
38	"M"	"2015-03-16"	51.2961697997525	297.603278440609	85.5853751508002	1263.32805301063	1690.41311376244
39	"M"	"2015-04-03"	13.0128234624863	296.903709544938	97.8706795310603	1104.0696071391	1687.61483817975
40	"F"	"2015-03-26"	51.4281995827332	310.060749087374	99.1305004939918	1184.6439691144	1895.27337089318
41	"M"	"2015-03-05"	22.1116973320022	304.903631828834	95.1277425833604	1177.60254502529	1719.61452731534
42	"F"	"2015-02-23"	72.3253619158641	298.087735402874	88.5611380117702	1270.32242008485	1841.39480931293
43	"M"	"2015-03-12"	85.4459750000387	311.338592348607	98.0032497282244	1342.07631231984	1745.35436939443
44	"F"	"2015-02-14"	20.9789759712294	304.751491599425	97.5465559373724	1160.02917682286	1871.38171219741
45	"M"	"2015-04-12"	84.7068584291264	290.376746198883	92.3462976161928	1296.87892220216	1661.50698479553
46	"F"	"2015-03-28"	16.6682734852657	309.078859492233	93.2751974371867	1043.51358852815	1890.85486771505
47	"F"	"2015-03-19"	39.422642160207	293.208484152984	73.503772913923	1191.9429223286	1819.43817868843
48	"F"	"2015-03-25"	26.3703220989555	300.373389298172	92.402023512477	1091.46694026189	1851.68025184177
49	"M"	"2015-05-10"	71.7830582289025	310.08543937923	90.7734463978117	1196.32355713518	1740.34175751692
50	"F"	"2015-03-15"	66.8938054703176	299.185864215999	92.7315494978726	1285.87037506746	1846.33638897199
51	"M"	"2015-02-18"	66.5546158095822	296.633866219524	99.7451539700302	1193.07214810979	1686.5354648781
52	"M"	"2015-04-16"	91.1776444874704	290.68713283997	89.6100889972686	1302.46441933559	1662.74853135988
53	"M"	"2015-02-24"	99.6929028071463	311.205295618379	85.3852270502464	1342.75125123328	1744.82118247352
54	"M"	"2015-02-11"	25.10846699588	308.193340952809	88.7432477599751	1107.92836794164	1732.77336381123
55	"M"	"2015-03-08"	40.269096638076	296.778623710412	98.0185478091792	1087.55346888443	1687.11449484165
56	"F"	"2015-03-09"	19.0826510312036	289.767698299192	92.4444485963545	980.260611725971	1803.95464234636
57	"M"	"2015-03-05"	10.3157286765054	293.472557815395	98.7414132147224	1017.51093232306	1673.89023126158
58	"F"	"2015-05-04"	96.152648399584	282.99118692746	98.4573921426173	1282.84603258129	1773.46034117357
59	"F"	"2015-02-04"	31.3194197835401	303.483380571075	89.9497442184458	1122.53200192936	1865.67521256984
60	"F"	"2015-03-02"	24.6237450279295	307.628376183925	97.9187715221746	984.68864160357	1884.32769282766
61	"M"	"2015-04-13"	56.4863514155149	290.687819213446	93.8810154135587	1235.4891472077	1662.75127685379
62	"F"	"2015-04-23"	39.764157612808	297.569929038099	98.7235691889069	1215.31525204889	1839.06468067144
63	"F"	"2015-04-14"	31.5911597572267	300.793072814451	99.9067861885312	1031.72541838605	1853.56882766503
64	"F"	"2015-02-01"	45.004077674821	285.609196385968	93.4549117340783	1120.83001521183	1785.24138373686
65	"M"	"2015-04-23"	78.9091693470255	294.374272463999	94.694647338877	1358.42008848209	1677.497089856
66	"M"	"2015-05-09"	0.244780443608761	298.897131643768	93.6682797509667	1079.04726431239	1695.58852657507
67	"F"	"2015-04-21"	57.3820056160912	291.775136957874	95.1383578930921	1264.87703945721	1812.98811631043
68	"F"	"2015-03-18"	91.484295995906	306.38722317227	98.2826203391865	1333.93368275836	1878.74250427521
69	"M"	"2015-02-05"	75.4611500306055	286.932097987208	94.5930243555877	1222.10452258121	1647.72839194883
70	"F"	"2015-03-31"	0.380997522734106	288.031877024374	97.707187454869	1102.9640474543	1796.14344660968
71	"M"	"2015-04-09"	77.2630373481661	297.461981609464	97.7340164856943	1372.11059588008	1689.84792643786
72	"F"	NA	94.1930603468791	296.72809288195	96.6243576586194	1390.42902107118	1835.27641796877
73	"M"	"2015-03-12"	53.6998696625233	296.015346868684	81.4069914244533	1184.10433244659	1684.06138747474
74	"M"	"2015-04-03"	22.007953049615	290.973493030721	93.7157106737684	1072.95678731054	1663.89397212288
75	"F"	"2015-05-04"	12.473583384417	295.174235411891	94.5704628997056	1005.53059645696	1828.28405935351
76	"M"	"2015-03-15"	55.4910656996071	295.426732223627	95.3346862681031	1094.24862082349	1681.70692889451
77	"F"	"2015-03-23"	93.9596537034959	291.657218481433	93.3342179250236	1265.85970242508	1812.45748316645
78	"M"	"2015-03-20"	69.9497362133116	297.340313260652	95.6479185418635	1323.65695300978	1689.36125304261
79	"M"	"2015-03-07"	51.4962974470109	301.111919169073	96.8160519191167	1079.05926691834	1704.44767667629
80	"F"	"2015-02-03"	55.0866604782641	302.197961210801	96.6479971426958	1186.05749964016	1859.8908254486
81	"M"	"2015-02-28"	64.0523265115917	300.270847960585	95.1146050254476	1312.06315871794	1701.08339184234
82	"F"	"2015-02-20"	69.3158560199663	311.118239789039	95.9260027704428	1141.85393799096	1900.03207905067
83	"M"	"2015-04-05"	97.1757780062035	283.14040916518	88.1493566033688	1332.36539114267	1632.56163666072
84	"M"	"2015-02-14"	22.5205508526415	299.158259886792	95.1993829021989	1074.44748231675	1696.63303954717
85	"M"	"2015-02-16"	7.68984004389495	305.612190995546	92.2109621766753	1128.73648003908	1722.44876398218
86	"F"	"2015-05-06"	30.0507551757619	302.09100408225	99.9611215342825	1068.9831795753	1859.40951837013
87	"F"	"2015-05-09"	98.5605326713994	309.718656495889	98.7674269990276	1294.99574476853	1893.7339542315
88	"F"	"2015-02-04"	68.7278802273795	290.91649353225	87.4939709550382	1282.98485159175	1809.12422089512
89	"F"	"2015-04-26"	91.6492502903566	303.49936550349	85.4231528300638	1386.36539059691	1865.74714476571
90	"M"	"2015-05-06"	17.65441079624	311.863712261416	91.8994195685281	982.264574191067	1747.45484904567
91	"F"	"2015-02-18"	48.9508993690833	307.079020282963	98.487641369338	1248.32390645053	1881.85559127333
92	"M"	"2015-03-22"	34.704602858983	295.694873122076	92.4755132407877	1190.80559731461	1682.7794924883
93	"F"	"2015-03-15"	87.4421693384647	300.723703877061	95.9988876133461	1279.64718968607	1853.25666744678
94	"M"	"2015-03-22"	27.7725593885407	308.403799669915	96.5947973220403	1145.67912686383	1733.61519867966
95	"F"	"2015-04-20"	60.3156925644726	316.040613850246	92.4406750442562	1216.0470897262	1922.18276232611
96	"F"	"2015-03-13"	10.859677568078	288.797198346332	85.6771861075214	944.22059644945	1799.5873925585
97	"F"	"2015-02-07"	34.9891391349956	300.704802197916	93.2290488048132	1177.50338491052	1853.17160989062
98	"M"	"2015-04-30"	25.5743522197008	324.704638900366	93.8215077089162	1051.30271116039	1798.81855560146
99	"F"	"2015-05-09"	22.7454634848982	312.727202989426	98.2862643173895	1050.88007566519	1907.27241345242
100	"F"	"2015-04-06"	18.6449276749045	296.275113507066	98.1411477670518	1141.69910828583	1833.2380107818
101	"F"	"2015-04-27"	94.5328984409571	297.99939738628	91.056026927109	1430.06413253956	1840.99728823826
102	"F"	"2015-04-20"	29.2902049375698	299.921349684994	98.2020217483538	1129.37118240166	1849.64607358247
103	"F"	"2015-03-23"	73.4768249792978	310.833405469946	91.9487082912573	1262.96639570501	1898.75032461475
104	"M"	"2015-04-07"	21.2821342749521	302.054598471545	97.329941262957	1003.69836312952	1708.21839388618
105	"F"	"2015-04-27"	24.3125603534281	309.502473558108	85.7906807078915	1168.54523984948	1892.76113101148
106	"M"	"2015-05-10"	14.2649988643825	296.317462860161	91.2589684951115	1127.26804014994	1685.26985144064
107	"M"	"2015-04-21"	63.6795853031799	294.32882528302	99.0692857712258	1266.45335504087	1677.31530113208
108	"F"	"2015-03-20"	70.1365849236026	303.737484629337	92.3847002303168	1199.34568794677	1866.81868083202
109	"F"	"2015-02-25"	48.3707002364099	296.393753491603	96.9990865602403	1169.59730054718	1833.77189071221
110	"F"	"2015-02-15"	7.51130247954279	307.291947444172	96.2494626781294	936.700214273296	1882.81376349877
111	"F"	"2015-04-27"	18.1008116109297	299.311420118741	97.1101061972631	1156.02520888671	1846.90139053433
112	"M"	"2015-03-27"	51.0243028169498	321.675704448384	99.9962903771338	1187.99148414517	1786.70281779354
113	"F"	"2015-02-18"	69.3547815550119	303.01131539874	94.8289931247302	1172.40623357939	1863.55091929433
114	"F"	"2015-03-09"	31.3390276161954	297.538000804945	90.755368558244	1194.61842820048	1838.92100362225
115	"M"	"2015-02-01"	15.3771104523912	311.799662200093	99.202745582633	1025.58020108147	1747.19864880037
116	"M"	"2015-03-24"	53.6821279209107	299.719042961758	92.1827349222664	1270.09681325639	1698.87617184703
117	"M"	"2015-03-25"	26.2999798171222	280.77465318119	99.5021459236737	1182.28682760615	1623.09861272476
118	"M"	"2015-04-16"	25.9522422216833	292.349278679611	98.1637482307313	1067.84762113355	1669.39711471844
119	"M"	"2015-04-17"	65.3842294355854	294.871252283608	95.0602285884937	1276.52026814176	1679.48500913443
120	"M"	"2015-05-02"	87.3697060160339	293.536457990327	92.0345880380818	1246.34770098142	1674.14583196131
121	"F"	"2015-05-05"	29.6900189481676	321.688942221248	83.4868867346876	1056.49875906529	1947.60023999562
122	"F"	"2015-04-04"	86.8266405770555	310.008197982617	94.1712776871746	1376.09850458568	1895.03689092178
123	"F"	"2015-03-16"	73.7704144325107	317.776444514419	99.2287070165644	1329.7975254734	1929.99400031488
124	"M"	"2015-03-22"	30.8617300586775	286.410503502125	92.2979998452122	1127.91052647401	1645.6420140085
125	"M"	"2015-02-22"	19.5713252993301	294.589584495497	94.2315771731106	1011.21257313294	1678.35833798199
126	"F"	"2015-04-05"	8.66563895251602	313.877129855602	96.8835174591578	1072.61498870794	1912.44708435021
127	"M"	"2015-02-26"	49.9763716012239	305.597764321462	98.4402232429054	1261.63442468271	1722.39105728585
128	"F"	"2015-02-14"	24.1205824771896	322.884978967465	86.5039164683016	1094.42071709316	1952.98240535359
129	"M"	"2015-04-07"	62.2869150945917	303.474791316322	91.2198691862536	1129.98830809491	1713.89916526529
130	"F"	"2015-04-24"	96.0843104403466	294.852227138574	93.8475360592434	1349.16848702356	1826.83502212359
131	"M"	"2015-03-16"	44.6339379064739	302.094401790696	99.1772012370448	1234.04100553365	1708.37760716278
132	"F"	"2015-04-13"	64.9871356785297	289.872216257509	92.7424181744103	1224.86366324825	1804.42497315879
133	"M"	"2015-03-10"	50.9248241782188	298.481224054169	99.1813497704867	1270.68325316068	1693.92489621668
134	"F"	"2015-03-16"	41.5271741803735	277.285471125957	91.615780028477	1220.57523381198	1747.78462006681
135	"M"	"2015-03-27"	83.4878185065463	305.093351743128	96.4416353401734	1243.96743550198	1720.37340697251
136	"M"	"2015-04-13"	9.01930090039968	298.832741070893	92.9232810784607	1042.00575030176	1695.33096428357
137	"M"	"2015-01-31"	49.0292511414737	289.742797872655	98.7759168033956	1089.75268200273	1658.97119149062
138	"F"	"2015-05-09"	66.3613634649664	315.319057874146	92.0253620456095	1252.63436670881	1918.93576043366
139	"F"	"2015-04-19"	19.393621920608	305.569220348887	99.3034683212761	974.134564886335	1875.06149156999
140	"M"	"2015-05-06"	88.3581951726228	293.394107533502	95.3071696710993	1344.14588751504	1673.57643013401
141	"F"	"2015-03-06"	84.8542623454705	288.855497212781	95.0136839856434	1376.10810293816	1799.84973745751
142	"M"	"2015-03-22"	35.1225747726858	289.725311438055	97.5742928454661	1104.63964397088	1658.90124575222
143	"F"	"2015-04-05"	44.7374196257442	288.379801355415	87.0084429177134	1195.03173204605	1797.70910609937
144	"M"	"2015-02-10"	89.4020303385332	284.139562723303	95.6251222628613	1239.38369903015	1636.55825089321
145	"M"	"2015-03-02"	8.70546046644449	285.678088721693	90.318080613795	1057.14260349749	1642.71235488677
146	"M"	"2015-05-03"	61.7044261656702	305.947071323735	94.5096467889656	1175.29290969251	1723.78828529494
147	"F"	"2015-03-04"	33.1279197940603	309.879660471503	89.4256691935746	1014.45021077991	1894.45847212176
148	"F"	"2015-03-21"	50.6901426007971	288.701560439512	97.6440002928382	1106.27613316989	1799.1570219778
149	"M"	"2015-02-16"	88.9169509522617	297.786444649389	93.6634145291534	1388.55035607237	1691.14577859756
150	"F"	"2015-04-29"	2.02073485124856	294.151071820783	97.2591617153234	1037.08021004451	1823.67982319352
151	"F"	"2015-05-08"	27.4259334662929	296.73062593224	97.364344176142	1090.8508130745	1835.28781669508
152	"M"	"2015-04-24"	32.9969028709456	273.338086182415	96.4410102076524	1111.44087766763	1593.35234472966
153	"F"	"2015-04-22"	45.4508064547554	288.310815775857	99.679579539944	1169.91624284303	1797.39867099135
154	"M"	"2015-03-27"	45.1865745009854	302.137985558974	99.0036464307877	1173.03021344123	1708.5519422359
155	"M"	"2015-02-19"	69.7936875047162	305.715630379921	97.3921614338986	1214.29471810814	1722.86252151969
156	"M"	"2015-03-25"	58.0598100554198	309.983293235585	97.5929661332591	1299.61692727171	1739.93317294234
157	"M"	"2015-03-12"	2.88856362458318	302.22668113155	97.2693510589452	959.797052307986	1708.9067245262
158	"M"	"2015-04-28"	38.710713502951	310.124306801479	94.8274366079106	1237.19784665853	1740.49722720592
159	"F"	"2015-04-01"	22.5275580771267	304.744016763642	95.7511689402234	990.258196021896	1871.34807543639
160	"F"	"2015-05-09"	8.0909930402413	288.941749897948	98.4457708266269	1058.2121400442	1800.23787454077
161	"F"	"2015-03-14"	44.9883753433824	288.365265587539	89.6195007063454	1154.25781429047	1797.64369514392
162	"F"	"2015-04-06"	73.1374660041183	298.117995967011	97.6071663387933	1209.52194044599	1841.53098185155
163	"F"	"2015-05-08"	41.3142709759995	283.728527994014	96.4847289105098	1213.79832868231	1776.77837597306
164	"M"	"2015-04-03"	67.5800078548491	303.699019554019	90.2328013462224	1240.87636130396	1714.79607821608
165	"F"	"2015-03-03"	14.4569506403059	318.314362404116	97.0572543234307	1146.19202647358	1932.41463081852
166	"F"	"2015-02-10"	30.9697539778426	320.791315461576	93.3466491389419	1099.97989107622	1943.56091957709
167	"F"	"2015-03-24"	51.0317163541913	312.290414845077	89.5647762676911	1096.97962385137	1905.30686680285
168	"F"	"2015-03-17"	5.28069192077965	301.891671843696	83.3699218089915	916.029648659751	1858.51252329663
169	"M"	"2015-02-14"	45.5469746841118	304.971655683197	94.2440709387393	1190.30286642723	1719.88662273279
170	"M"	"2015-02-25"	89.3383432878181	315.529105876092	96.723882357789	1358.00700027728	1762.11642350437
171	"M"	"2015-03-31"	25.7005775813013	282.784262500414	96.8895149882352	1011.14080902655	1631.13705000165
172	"M"	"2015-02-22"	49.1242194315419	314.120724323928	89.1866876302283	1221.46367663285	1756.48289729571
173	"M"	"2015-02-26"	82.7199721476063	288.57690810636	97.5104074572436	1362.68774655182	1654.30763242544
174	"M"	"2015-02-03"	32.9941398464143	305.419903438509	91.0267102317775	1213.2346763229	1721.67961375404
175	"F"	"2015-02-17"	82.2257246822119	284.627671564536	93.5893489252948	1192.41150685819	1780.82452204041
176	"M"	"2015-05-01"	64.7289632353932	271.015844335707	90.4867598035572	1233.42523079365	1584.06337734283
177	"F"	"2015-03-24"	5.2806155057624	296.191855348712	98.1666680694304	1019.83957507415	1832.8633490692
178	"M"	"2015-02-08"	89.907602709718	300.900841703245	98.2935059311932	1321.16215883521	1703.60336681298
179	"M"	"2015-04-06"	1.23985393438488	300.962668129649	95.7433276598867	1004.24245150527	1703.8506725186
180	"M"	"2015-04-02"	14.9468489224091	308.661056283536	96.737972804896	1021.30479911109	1734.64422513415
181	"F"	"2015-02-02"	99.0668913815171	317.394992079094	96.8225916411358	1274.23840305535	1928.27746435592
182	"M"	"2015-05-08"	41.5644530905411	292.610973383053	92.9751944870797	1184.97214955743	1670.44389353221
183	"M"	"2015-04-08"	70.6871477188542	305.707942700203	98.8516110732583	1351.71536775539	1722.83177080081
184	"M"	"2015-04-13"	47.9415119625628	292.7146723766	91.6580716196367	1156.93129000021	1670.8586895064
185	"F"	"2015-03-24"	34.7583389375359	284.550675947158	79.1291382220753	1040.28057547985	1780.47804176221
186	"F"	"2015-05-10"	13.8583348598331	281.483089332591	93.2317644942679	1018.77086697845	1766.67390199666
187	"M"	"2015-02-12"	1.05701112188399	320.59862472736	98.882327854001	929.798515941948	1782.39449890944
188	"M"	"2015-04-21"	9.9633896490559	302.549878315264	90.0745698846107	974.571166913956	1710.19951326106
189	"M"	"2015-03-05"	19.9062197702006	315.679874952905	94.3029337282955	1069.69734220766	1762.71949981162
190	"F"	"2015-02-14"	7.86645032931119	304.804449482651	96.8842288169389	935.911753433757	1871.62002267193
191	"M"	"2015-03-18"	78.775487258099	311.644716366574	85.0716830050294	1196.93527529947	1746.5788654663
192	"M"	"2015-03-05"	86.1983516719192	305.885890837679	96.0077020033167	1256.18979487801	1723.54356335072
193	"M"	"2015-03-16"	64.526963699609	301.836889133542	94.5890965544467	1250.8741572639	1707.34755653417
194	"F"	"2015-03-22"	83.2499558106065	295.285492597935	96.7726987618028	1340.34956262447	1828.78471669071
195	"F"	"2015-04-26"	29.7353726113215	292.336160992028	99.8560083019713	1171.38868857175	1815.51272446413
196	"M"	"2015-04-27"	34.9161850754172	314.54461777771	98.377806797621	1161.73828431405	1758.17847111084
197	"M"	"2015-05-03"	69.1341391066089	303.454342326844	92.6215961470262	1240.88958750945	1713.81736930738
198	"F"	"2015-03-08"	30.4421537090093	307.569193704537	97.7326762817858	1121.23879645253	1884.06137167042
199	"F"	"2015-04-02"	40.8494007075205	275.403698105013	95.9587447668208	1194.93329278193	1739.31664147256
200	"F"	"2015-05-05"	65.821280493401	289.216309860759	90.4621713895542	1267.08554841811	1801.47339437341
201	"F"	NA	14.5131380995736	297.742943617167	93.4395639328539	998.956686125603	1839.84324627725
202	"M"	"2015-02-07"	81.7785567371175	304.761520068617	98.833737886113	1265.9027692792	1719.04608027447
203	"M"	"2015-02-18"	51.3437934918329	303.439595562681	91.4027349632877	1154.81931928778	1713.75838225072
204	"F"	"2015-02-17"	43.4566110838205	280.614417467026	96.0705048674709	1076.83643188793	1762.76487860162
205	"F"	"2015-04-15"	20.6817312631756	291.77251174629	95.4429338554468	1093.41608551331	1812.97630285831
206	"F"	"2015-02-08"	78.1848003622144	282.897832517635	86.3655464297685	1224.02441870887	1773.04024632936
207	"M"	"2015-03-21"	29.2574576102197	304.216694956423	91.4771242250533	1087.77299282141	1716.86677982569
208	"M"	"2015-02-01"	75.1049464568496	297.268379251284	95.6829621016002	1203.59771826304	1689.07351700514
209	"F"	"2015-02-28"	68.6371876159683	316.709187687993	91.7959179555332	1137.99949908163	1925.19134459597
210	"M"	"2015-01-31"	27.3266591364518	291.908337354467	99.963775785629	1038.54127658764	1667.63334941787
211	"F"	"2015-05-08"	4.34286817908287	310.48050735728	97.4651917141096	952.267093276605	1897.16228310776
212	"M"	"2015-02-28"	63.9178612735122	298.637900799333	89.342422840986	1260.78464283841	1694.55160319733
213	"F"	"2015-03-06"	14.7049877094105	284.337593688982	99.7526069265753	959.199569073971	1779.51917160042
214	"M"	"2015-04-30"	83.2182406447828	287.85756879917	96.7061440269659	1358.49155245814	1651.43027519668
215	"M"	"2015-04-22"	66.4383732015267	296.85938599487	94.6066984578406	1326.30722076399	1687.43754397948
216	"M"	"2015-02-25"	7.82773557584733	288.364274352929	97.3776509913862	1001.1708280188	1653.45709741172
217	"F"	"2015-03-15"	1.64697645232081	303.063620611557	92.2697686900849	1028.88993365457	1863.78629275201
218	"F"	"2015-04-25"	61.4738188218325	304.312774976675	81.5433294799901	1171.8310700194	1869.40748739504
219	"M"	"2015-03-06"	0.238440884277225	292.231974096655	98.00656546757	1012.41671923781	1668.92789638662
220	"M"	"2015-03-01"	99.5284950360656	306.235985414121	86.8464954926793	1354.37287552049	1724.94394165649
221	"F"	"2015-02-16"	35.0367994047701	300.974089898881	98.9295742231923	1071.57136094756	1854.38340454496
222	"M"	"2015-02-19"	83.0841825576499	291.507978462889	96.5173960432059	1312.50063515734	1666.03191385156
223	"M"	"2015-05-05"	0.983454217202961	292.121007366531	94.2749871973656	964.422876620665	1668.48402946613
224	"F"	"2015-02-11"	25.5055983318016	291.477170599013	91.5068979239102	1012.01540616574	1811.64726769556
225	"M"	"2015-02-13"	45.9152431227267	296.813243794139	99.2359734231809	1059.29988295538	1687.25297517655
226	"F"	"2015-02-22"	30.241037835367	287.840407764474	96.2079317811741	1057.58196346462	1795.28183494013
227	"M"	"2015-04-14"	23.7019164022058	315.792809697138	97.2785235333041	1164.46344743948	1763.17123878855
228	"M"	"2015-03-04"	42.7571006119251	304.749443952981	98.5174045212526	1199.38533398323	1718.99777581193
229	"F"	"2015-04-17"	89.9404058698565	280.820214393477	89.9840200059396	1346.11642440781	1763.69096477065
230	"M"	"2015-03-03"	68.6917238170281	296.962908698403	97.1619394735034	1161.31544046337	1687.85163479361
231	"M"	NA	78.5664151189849	286.127009592715	97.9423805236825	1275.98627058323	1644.50803837086
232	"M"	"2015-05-06"	54.0401266422123	294.692296232471	99.3232465762828	1121.69886140386	1678.76918492988
233	"M"	"2015-02-20"	46.2631802540272	278.9755569853	88.931137958342	1070.82335819956	1615.9022279412
234	"F"	"2015-02-24"	94.9142597848549	306.395385323075	90.039951945473	1383.76524684252	1878.77923395384
235	"M"	"2015-04-12"	24.268610519357	305.262799385616	92.5731383513804	1147.69632311305	1721.05119754246
236	"M"	"2015-04-02"	46.3022137060761	298.021480380281	96.4455325512529	1114.67616818612	1692.08592152112
237	"F"	"2015-05-02"	9.53680218663067	293.95124877348	96.0422876421676	1075.11201364221	1822.78061948066
238	"M"	"2015-02-06"	64.3407283350825	298.610229646109	94.0725262268342	1215.14153253287	1694.44091858444
239	"M"	"2015-03-06"	27.7797122020274	281.266615997741	99.6310330273328	1050.3641169914	1625.06646399096
240	"F"	"2015-04-12"	67.3561463365331	294.777088218149	94.2762821892049	1337.57252546959	1826.49689698167
241	"M"	"2015-03-08"	63.9192961389199	280.67568376534	93.7426831967045	1217.42689956911	1622.70273506136
242	"F"	"2015-04-22"	87.7704211976379	308.260008820346	93.8070753822686	1370.23687200621	1887.17003969156
243	"M"	"2015-03-02"	8.07588261086494	281.994360628074	98.4775374191517	988.641114523634	1627.9774425123
244	"M"	"2015-03-05"	3.79982041195035	295.76211024321	96.0676245015025	1066.1605802062	1683.04844097284
245	"M"	"2015-03-25"	87.6406642608345	297.278893630974	97.4018949494828	1251.73056687927	1689.1155745239
246	"M"	"2015-05-02"	13.5513240937144	315.529803598871	98.5506327028145	985.056377172004	1762.11921439548
247	"M"	"2015-03-27"	3.08435617480427	278.274923784572	97.9336148489954	1073.68835869245	1613.09969513829
248	"M"	"2015-04-03"	19.0624180017039	298.775122483431	86.9968712692911	1113.56383932754	1695.10048993372
249	"F"	"2015-04-15"	68.9090311992913	299.194318597264	94.630602678351	1225.44908041134	1846.37443368769
250	"M"	"2015-04-23"	84.8640605807304	296.228349992198	97.3679634133842	1384.55957152648	1684.91339996879
251	"F"	"2015-02-24"	76.1924405582249	294.78983924675	94.1052142337661	1246.11534070689	1826.55427661037
252	"F"	"2015-04-09"	69.2341210087761	313.562712264729	95.1333010640728	1253.55855572969	1911.03220519128
253	"M"	"2015-04-26"	26.8799795303494	307.500383730137	98.2350442419509	1090.79910784494	1730.00153492055
254	"M"	"2015-05-07"	70.5441910075024	292.974320030617	94.9095968810012	1210.21499936003	1671.89728012247
255	"F"	"2015-02-04"	49.5642070658505	282.397817002073	91.1906419958217	1083.48403094104	1770.79017650933
256	"F"	"2015-03-04"	19.9876380153	300.396309265096	95.4110867151183	1085.43865072308	1851.78339169293
257	"F"	"2015-03-18"	78.1667087459937	306.893175013603	98.7807494674841	1368.36003960343	1881.01928756121
258	"M"	"2015-02-25"	95.6797167425975	291.132951599751	94.6739040891231	1376.02601113729	1664.531806399
259	"F"	"2015-03-15"	22.4071365315467	306.824992628924	99.3314258565164	1000.59684219537	1880.71246683016
